bw-orders-service  | {"context":"HTTP","level":"info","message":"✓ HEAD /health 200 225b - 3ms [e7ot93x2m8qsbjt84srqwk]","ms":"+3ms","span_id":"3371495e6248cff4","timestamp":"2026-02-25T10:42:54.558Z","trace_flags":"01","trace_id":"17dda28d03aa42ecbe7e2d54411739f9"}
bw-orders-service  | {"context":"HTTP","level":"info","message":"→ HEAD /health - 127.0.0.1 Wget/1.25.0 [uo6gzv0hglg205zxqtqg1i]","ms":"+30s","span_id":"dc6247f7eb6cff89","timestamp":"2026-02-25T11:04:57.932Z","trace_flags":"01","trace_id":"e467ac08c35ba06ff28b17ab0e9efc7e"}
bw-orders-service  | {"context":"HTTP","level":"info","message":"✓ HEAD /health 200 225b - 2ms [uo6gzv0hglg205zxqtqg1i]","ms":"+3ms","span_id":"f0a8241510cc8bec","timestamp":"2026-02-25T11:04:57.935Z","trace_flags":"01","trace_id":"e467ac08c35ba06ff28b17ab0e9efc7e"}
bw-orders-service  | {"context":"HTTP","level":"info","message":"→ HEAD /health - 127.0.0.1 Wget/1.25.0 [h80dnh2iwby5oe3383mkp]","ms":"+30s","span_id":"09a080d8a09e7eb3","timestamp":"2026-02-25T11:05:28.027Z","trace_flags":"01","trace_id":"b942ba1ddabba9b747c7e24831c79159"}
bw-orders-service  | {"context":"HTTP","level":"info","message":"✓ HEAD /health 200 225b - 3ms [h80dnh2iwby5oe3383mkp]","ms":"+3ms","span_id":"0f895fdab8732f52","timestamp":"2026-02-25T11:05:28.030Z","trace_flags":"01","trace_id":"b942ba1ddabba9b747c7e24831c79159"}
bw-orders-service  | {"context":"HTTP","level":"info","message":"→ HEAD /health - 127.0.0.1 Wget/1.25.0 [ea6cfkexztrcfv86sivdgp]","ms":"+30s","span_id":"c729f5e599e4e135","timestamp":"2026-02-25T11:05:58.102Z","trace_flags":"01","trace_id":"8e96b3a44fcf3e6f4932c310697d14df"}
bw-orders-service  | {"context":"HTTP","level":"info","message":"✓ HEAD /health 200 225b - 3ms [ea6cfkexztrcfv86sivdgp]","ms":"+2ms","span_id":"aa0878b5f6c129dc","timestamp":"2026-02-25T11:05:58.104Z","trace_flags":"01","trace_id":"8e96b3a44fcf3e6f4932c310697d14df"}
bw-orders-service  | {"context":"HTTP","level":"info","message":"→ HEAD /health - 127.0.0.1 Wget/1.25.0 [jqo7szt343auyurzcqz1ue]","ms":"+30s","span_id":"f009a5ec85e367d5","timestamp":"2026-02-25T11:06:28.167Z","trace_flags":"01","trace_id":"55ff3cdba1380768c364d46ff1e19f27"}
bw-orders-service  | {"context":"HTTP","level":"info","message":"✓ HEAD /health 200 225b - 2ms [jqo7szt343auyurzcqz1ue]","ms":"+2ms","span_id":"78a1ba8f40af8565","timestamp":"2026-02-25T11:06:28.169Z","trace_flags":"01","trace_id":"55ff3cdba1380768c364d46ff1e19f27"}
bw-orders-service  | {"context":"HTTP","level":"info","message":"→ HEAD /health - 127.0.0.1 Wget/1.25.0 [6p0rqi89g83ffmlcmi20p]","ms":"+30s","span_id":"977f5e0e9c8acaf6","timestamp":"2026-02-25T11:06:58.229Z","trace_flags":"01","trace_id":"2bd385c13963bebada3adf9174618d2e"}
bw-orders-service  | {"context":"HTTP","level":"info","message":"✓ HEAD /health 200 225b - 3ms [6p0rqi89g83ffmlcmi20p]","ms":"+3ms","span_id":"84b4f8004fe34ed5","timestamp":"2026-02-25T11:06:58.232Z","trace_flags":"01","trace_id":"2bd385c13963bebada3adf9174618d2e"}
bw-orders-service  | {"context":"HTTP","level":"info","message":"→ HEAD /health - 127.0.0.1 Wget/1.25.0 [df24qoop93b12zmxvz7p9]","ms":"+30s","span_id":"8ae8c440e6911e07","timestamp":"2026-02-25T11:07:28.305Z","trace_flags":"01","trace_id":"b0e91a0a6f3de30968430f6fcb4aab98"}
bw-orders-service  | {"context":"HTTP","level":"info","message":"✓ HEAD /health 200 225b - 2ms [df24qoop93b12zmxvz7p9]","ms":"+2ms","span_id":"ee9115445b208008","timestamp":"2026-02-25T11:07:28.308Z","trace_flags":"01","trace_id":"b0e91a0a6f3de30968430f6fcb4aab98"}
bw-orders-service  | {"context":"HTTP","level":"info","message":"→ HEAD /health - 127.0.0.1 Wget/1.25.0 [5q13arib4kdvmomtkojln]","ms":"+30s","span_id":"8eadba81176d5cbb","timestamp":"2026-02-25T11:07:58.372Z","trace_flags":"01","trace_id":"2e78b926304062cf7c8486c581fa979a"}
bw-orders-service  | {"context":"HTTP","level":"info","message":"✓ HEAD /health 200 225b - 2ms [5q13arib4kdvmomtkojln]","ms":"+2ms","span_id":"c4ab77bd79da3ac5","timestamp":"2026-02-25T11:07:58.374Z","trace_flags":"01","trace_id":"2e78b926304062cf7c8486c581fa979a"}
bw-orders-service  | {"context":"HTTP","level":"info","message":"→ HEAD /health - 127.0.0.1 Wget/1.25.0 [gugv12gvnqu18taidedgds]","ms":"+30s","span_id":"beadc4ea7941fa67","timestamp":"2026-02-25T11:08:28.451Z","trace_flags":"01","trace_id":"e219c5d2fdaa2fb99818e50f2b5bb29d"}
bw-orders-service  | {"context":"HTTP","level":"info","message":"✓ HEAD /health 200 225b - 3ms [gugv12gvnqu18taidedgds]","ms":"+3ms","span_id":"c851dcbbc347fe7a","timestamp":"2026-02-25T11:08:28.454Z","trace_flags":"01","trace_id":"e219c5d2fdaa2fb99818e50f2b5bb29d"}
bw-orders-service  | {"context":"HTTP","level":"info","message":"→ HEAD /health - 127.0.0.1 Wget/1.25.0 [g253lxyjg8fo5kpomrj68l]","ms":"+30s","span_id":"37b54969d8791ef0","timestamp":"2026-02-25T11:08:58.529Z","trace_flags":"01","trace_id":"0b77c47eba1d13d642bf7fe724699fb9"}
bw-orders-service  | {"context":"HTTP","level":"info","message":"✓ HEAD /health 200 225b - 2ms [g253lxyjg8fo5kpomrj68l]","ms":"+2ms","span_id":"6e31ff295a67b3c6","timestamp":"2026-02-25T11:08:58.531Z","trace_flags":"01","trace_id":"0b77c47eba1d13d642bf7fe724699fb9"}
bw-orders-service  | {"context":"HTTP","level":"info","message":"→ HEAD /health - 127.0.0.1 Wget/1.25.0 [ch5hl4mxfir1aze26f3eic]","ms":"+30s","span_id":"dfbfb212ba747ea5","timestamp":"2026-02-25T11:09:28.618Z","trace_flags":"01","trace_id":"d4bc4a7fa9251d870ab93eeec56d88cd"}
bw-orders-service  | {"context":"HTTP","level":"info","message":"✓ HEAD /health 200 225b - 2ms [ch5hl4mxfir1aze26f3eic]","ms":"+2ms","span_id":"5553eeaebe3ec1af","timestamp":"2026-02-25T11:09:28.620Z","trace_flags":"01","trace_id":"d4bc4a7fa9251d870ab93eeec56d88cd"}
bw-orders-service  | {"context":"HTTP","level":"info","message":"→ HEAD /health - 127.0.0.1 Wget/1.25.0 [c2xw68tjqteu8vuivvnywd]","ms":"+30s","span_id":"84e431b1d82ae4c8","timestamp":"2026-02-25T11:09:58.693Z","trace_flags":"01","trace_id":"0bc331e3a0b94214262bb11a3ce12974"}
bw-orders-service  | {"context":"HTTP","level":"info","message":"✓ HEAD /health 200 225b - 3ms [c2xw68tjqteu8vuivvnywd]","ms":"+3ms","span_id":"5b4d4df6a1284d54","timestamp":"2026-02-25T11:09:58.696Z","trace_flags":"01","trace_id":"0bc331e3a0b94214262bb11a3ce12974"}
bw-orders-service  | {"context":"HTTP","level":"info","message":"→ HEAD /health - 127.0.0.1 Wget/1.25.0 [th1dtxfpaiwa1emxiu6od]","ms":"+30s","span_id":"cc7062b275fe1526","timestamp":"2026-02-25T11:10:28.767Z","trace_flags":"01","trace_id":"c49ee8091565836419562991971cd136"}
bw-orders-service  | {"context":"HTTP","level":"info","message":"✓ HEAD /health 200 225b - 3ms [th1dtxfpaiwa1emxiu6od]","ms":"+3ms","span_id":"a3fb8fee6398d0b2","timestamp":"2026-02-25T11:10:28.770Z","trace_flags":"01","trace_id":"c49ee8091565836419562991971cd136"}
bw-orders-service  | {"context":"HTTP","level":"info","message":"→ HEAD /health - 127.0.0.1 Wget/1.25.0 [06koe4noo49k00wtimihwawec]","ms":"+30s","span_id":"050d57f8ede21832","timestamp":"2026-02-25T11:10:58.849Z","trace_flags":"01","trace_id":"164b2c6b8c107fb957e7399bf198f454"}
bw-orders-service  | {"context":"HTTP","level":"info","message":"✓ HEAD /health 200 225b - 3ms [06koe4noo49k00wtimihwawec]","ms":"+3ms","span_id":"6552199246e11776","timestamp":"2026-02-25T11:10:58.852Z","trace_flags":"01","trace_id":"164b2c6b8c107fb957e7399bf198f454"}
bw-orders-service  | OpenTelemetry SDK initialized with metrics export interval: 15s
bw-orders-service  | {"context":"NestFactory","level":"info","message":"Starting Nest application...","ms":"+0ms","span_id":"75087bb54984c0f0","timestamp":"2026-02-26T00:35:58.488Z","trace_flags":"01","trace_id":"b4bec910b8585e8a158c2e329e9c6066"}
bw-orders-service  | {"context":"InstanceLoader","level":"info","message":"ResilienceModule dependencies initialized","ms":"+100ms","span_id":"75087bb54984c0f0","timestamp":"2026-02-26T00:35:58.593Z","trace_flags":"01","trace_id":"b4bec910b8585e8a158c2e329e9c6066"}
bw-orders-service  | {"context":"InstanceLoader","level":"info","message":"ConfigHostModule dependencies initialized","ms":"+5ms","span_id":"75087bb54984c0f0","timestamp":"2026-02-26T00:35:58.598Z","trace_flags":"01","trace_id":"b4bec910b8585e8a158c2e329e9c6066"}
bw-orders-service  | {"context":"InstanceLoader","level":"info","message":"DiscoveryModule dependencies initialized","ms":"+1ms","span_id":"75087bb54984c0f0","timestamp":"2026-02-26T00:35:58.599Z","trace_flags":"01","trace_id":"b4bec910b8585e8a158c2e329e9c6066"}
bw-orders-service  | {"context":"InstanceLoader","level":"info","message":"ConfigModule dependencies initialized","ms":"+174ms","span_id":"75087bb54984c0f0","timestamp":"2026-02-26T00:35:58.773Z","trace_flags":"01","trace_id":"b4bec910b8585e8a158c2e329e9c6066"}
bw-orders-service  | {"context":"InstanceLoader","level":"info","message":"ScheduleModule dependencies initialized","ms":"+1ms","span_id":"75087bb54984c0f0","timestamp":"2026-02-26T00:35:58.774Z","trace_flags":"01","trace_id":"b4bec910b8585e8a158c2e329e9c6066"}
bw-orders-service  | {"context":"InstanceLoader","level":"info","message":"TerminusModule dependencies initialized","ms":"+0ms","span_id":"75087bb54984c0f0","timestamp":"2026-02-26T00:35:58.774Z","trace_flags":"01","trace_id":"b4bec910b8585e8a158c2e329e9c6066"}
bw-orders-service  | {"context":"InstanceLoader","level":"info","message":"ClientsModule dependencies initialized","ms":"+2ms","span_id":"75087bb54984c0f0","timestamp":"2026-02-26T00:35:58.776Z","trace_flags":"01","trace_id":"b4bec910b8585e8a158c2e329e9c6066"}
bw-orders-service  | {"context":"InstanceLoader","level":"info","message":"AppModule dependencies initialized","ms":"+6ms","span_id":"75087bb54984c0f0","timestamp":"2026-02-26T00:35:58.782Z","trace_flags":"01","trace_id":"b4bec910b8585e8a158c2e329e9c6066"}
bw-orders-service  | {"context":"InstanceLoader","level":"info","message":"CacheModule dependencies initialized","ms":"+5ms","span_id":"75087bb54984c0f0","timestamp":"2026-02-26T00:35:58.787Z","trace_flags":"01","trace_id":"b4bec910b8585e8a158c2e329e9c6066"}
bw-orders-service  | {"context":"InstanceLoader","level":"info","message":"OrdersModule dependencies initialized","ms":"+0ms","span_id":"75087bb54984c0f0","timestamp":"2026-02-26T00:35:58.787Z","trace_flags":"01","trace_id":"b4bec910b8585e8a158c2e329e9c6066"}
bw-orders-service  | {"context":"InstanceLoader","level":"info","message":"GrpcModule dependencies initialized","ms":"+1ms","span_id":"75087bb54984c0f0","timestamp":"2026-02-26T00:35:58.788Z","trace_flags":"01","trace_id":"b4bec910b8585e8a158c2e329e9c6066"}
bw-orders-service  | {"context":"InstanceLoader","level":"info","message":"CommonModule dependencies initialized","ms":"+23ms","span_id":"75087bb54984c0f0","timestamp":"2026-02-26T00:35:58.811Z","trace_flags":"01","trace_id":"b4bec910b8585e8a158c2e329e9c6066"}
bw-orders-service  | {"context":"InstanceLoader","level":"info","message":"I18nModule dependencies initialized","ms":"+0ms","span_id":"75087bb54984c0f0","timestamp":"2026-02-26T00:35:58.811Z","trace_flags":"01","trace_id":"b4bec910b8585e8a158c2e329e9c6066"}
bw-orders-service  | {"context":"NestMicroservice","level":"info","message":"Nest microservice successfully started","ms":"+161ms","timestamp":"2026-02-26T00:35:58.972Z"}
bw-orders-service  | {"context":"NestMicroservice","level":"info","message":"Nest microservice successfully started","ms":"+14ms","timestamp":"2026-02-26T00:35:58.986Z"}
bw-orders-service  | {"context":"NestApplication","level":"info","message":"Docs will serve on /docs","ms":"+26ms","timestamp":"2026-02-26T00:35:59.012Z"}
bw-orders-service  | {"context":"LegacyRouteConverter","level":"warn","message":"Unsupported route path: \"/api/*\". In previous versions, the symbols ?, *, and + were used to denote optional or repeating path parameters. The latest version of \"path-to-regexp\" now requires the use of named parameters. For example, instead of using a route like /users/* to capture all routes starting with \"/users\", you should use /users/*path. For more details, refer to the migration guide. Attempting to auto-convert...","ms":"+8ms","timestamp":"2026-02-26T00:35:59.020Z"}
bw-orders-service  | {"context":"RoutesResolver","level":"info","message":"AppController {/api/health} (version: Neutral):","ms":"+2ms","timestamp":"2026-02-26T00:35:59.022Z"}
bw-orders-service  | {"context":"RouterExplorer","level":"info","message":"Mapped {/health, GET} (version: Neutral) route","ms":"+2ms","timestamp":"2026-02-26T00:35:59.024Z"}
bw-orders-service  | {"context":"RoutesResolver","level":"info","message":"OrdersGrpcController {/api} (version: 1):","ms":"+0ms","timestamp":"2026-02-26T00:35:59.024Z"}
bw-orders-service  | {"context":"RoutesResolver","level":"info","message":"OrdersController {/api/orders} (version: 1):","ms":"+0ms","timestamp":"2026-02-26T00:35:59.024Z"}
bw-orders-service  | {"context":"RouterExplorer","level":"info","message":"Mapped {/api/orders, POST} (version: 1) route","ms":"+1ms","timestamp":"2026-02-26T00:35:59.025Z"}
bw-orders-service  | {"context":"RouterExplorer","level":"info","message":"Mapped {/api/orders, GET} (version: 1) route","ms":"+1ms","timestamp":"2026-02-26T00:35:59.026Z"}
bw-orders-service  | {"context":"RouterExplorer","level":"info","message":"Mapped {/api/orders/my-orders, GET} (version: 1) route","ms":"+0ms","timestamp":"2026-02-26T00:35:59.026Z"}
bw-orders-service  | {"context":"RouterExplorer","level":"info","message":"Mapped {/api/orders/:id, GET} (version: 1) route","ms":"+1ms","timestamp":"2026-02-26T00:35:59.027Z"}
bw-orders-service  | {"context":"RouterExplorer","level":"info","message":"Mapped {/api/orders/:id/pay, PATCH} (version: 1) route","ms":"+1ms","timestamp":"2026-02-26T00:35:59.028Z"}
bw-orders-service  | {"context":"DatabaseService","level":"info","message":"Database connection established","ms":"+183ms","timestamp":"2026-02-26T00:35:59.211Z"}
bw-orders-service  | {"context":"ProtoLoader","level":"info","message":"Loading proto files","ms":"+14ms","timestamp":"2026-02-26T00:35:59.225Z"}
bw-orders-service  | {"context":"GrpcClient","level":"info","message":"GrpcClientService starting","ms":"+2ms","timestamp":"2026-02-26T00:35:59.227Z"}
bw-orders-service  | {"context":"GrpcClient","level":"info","message":"GrpcClientService started successfully","ms":"+0ms","timestamp":"2026-02-26T00:35:59.227Z"}
bw-orders-service  | {"context":"GrpcProvider","level":"info","message":"Starting gRPC provider","ms":"+0ms","timestamp":"2026-02-26T00:35:59.227Z"}
bw-orders-service  | {"context":"GrpcRegistry","level":"info","message":"Processing pending controller registrations","ms":"+4ms","timestamp":"2026-02-26T00:35:59.231Z"}
bw-orders-service  | {"context":"GrpcControllerDiscovery","level":"info","message":"Starting gRPC controller discovery","ms":"+0ms","timestamp":"2026-02-26T00:35:59.231Z"}
bw-orders-service  | {"context":"GrpcControllerDiscovery","level":"info","message":"Successfully registered gRPC controller: OrdersService","ms":"+1ms","timestamp":"2026-02-26T00:35:59.232Z"}
bw-orders-service  | {"context":"ProtoLoader","level":"info","message":"Proto files loaded successfully","ms":"+23ms","timestamp":"2026-02-26T00:35:59.255Z"}
bw-orders-service  | {"context":"GrpcProvider","level":"info","message":"gRPC server started","ms":"+2ms","timestamp":"2026-02-26T00:35:59.257Z"}
bw-orders-service  | {"context":"GrpcProvider","level":"info","message":"gRPC provider started successfully","ms":"+0ms","timestamp":"2026-02-26T00:35:59.257Z"}
bw-orders-service  | {"context":"NestApplication","level":"info","message":"Nest application successfully started","ms":"+15ms","timestamp":"2026-02-26T00:35:59.272Z"}
bw-orders-service  | {"context":"I18nService","level":"info","message":"🚀 Orders Service started at http://0.0.0.0:9003","ms":"+2ms","timestamp":"2026-02-26T00:35:59.274Z"}
bw-orders-service  | {"context":"I18nService","level":"info","message":"🔌 gRPC server started at 0.0.0.0:50053","ms":"+0ms","timestamp":"2026-02-26T00:35:59.274Z"}
bw-orders-service  | {"context":"I18nService","level":"info","message":"🔌 TCP server started at 0.0.0.0:3003","ms":"+0ms","timestamp":"2026-02-26T00:35:59.274Z"}
bw-orders-service  | {"context":"I18nService","level":"info","message":"🔌 NATS server connected to nats://nats:4222","ms":"+0ms","timestamp":"2026-02-26T00:35:59.274Z"}
bw-orders-service  | {"context":"I18nService","level":"info","message":"📖 Swagger: http://0.0.0.0:9003/docs","ms":"+1ms","timestamp":"2026-02-26T00:35:59.275Z"}
bw-orders-service  | {"context":"HTTP","level":"info","message":"→ HEAD /health - 127.0.0.1 Wget/1.25.0 [h67ghco8gvhe04upwsu338]","ms":"+3s","span_id":"4afd2e41175ae4ba","timestamp":"2026-02-26T00:36:02.169Z","trace_flags":"01","trace_id":"5233946daac82397ac8cf4a83a2d8878"}
bw-orders-service  | {"context":"HTTP","level":"info","message":"✓ HEAD /health 200 225b - 23ms [h67ghco8gvhe04upwsu338]","ms":"+23ms","span_id":"578cb1503303b73d","timestamp":"2026-02-26T00:36:02.192Z","trace_flags":"01","trace_id":"5233946daac82397ac8cf4a83a2d8878"}
bw-orders-service  | {"context":"HTTP","level":"info","message":"→ HEAD /health - 127.0.0.1 Wget/1.25.0 [7qqri4awdv7j1yugwweznf]","ms":"+30s","span_id":"1a72141c6aae7123","timestamp":"2026-02-26T00:36:32.277Z","trace_flags":"01","trace_id":"7499eb37a5fdc853a23a80e6982e193f"}
bw-orders-service  | {"context":"HTTP","level":"info","message":"✓ HEAD /health 200 225b - 16ms [7qqri4awdv7j1yugwweznf]","ms":"+15ms","span_id":"17a93407f8bcb3a6","timestamp":"2026-02-26T00:36:32.292Z","trace_flags":"01","trace_id":"7499eb37a5fdc853a23a80e6982e193f"}
bw-orders-service  | {"context":"HTTP","level":"info","message":"→ HEAD /health - 127.0.0.1 Wget/1.25.0 [v21chu4eok87vljvvn6kmd]","ms":"+30s","span_id":"a8bcd46b500501e2","timestamp":"2026-02-26T00:37:02.362Z","trace_flags":"01","trace_id":"96bec9efcf1420bfac7a85eba4af958f"}
bw-orders-service  | {"context":"HTTP","level":"info","message":"✓ HEAD /health 200 225b - 3ms [v21chu4eok87vljvvn6kmd]","ms":"+4ms","span_id":"6751b1ad0629c2a5","timestamp":"2026-02-26T00:37:02.366Z","trace_flags":"01","trace_id":"96bec9efcf1420bfac7a85eba4af958f"}
bw-orders-service  | {"context":"HTTP","level":"info","message":"→ HEAD /health - 127.0.0.1 Wget/1.25.0 [mqawscbsg9vju5b7kszz9]","ms":"+30s","span_id":"807271fe6143afd7","timestamp":"2026-02-26T00:37:32.451Z","trace_flags":"01","trace_id":"9cfe58e2f321c8577f2b5a21fcf5fce1"}
bw-orders-service  | {"context":"HTTP","level":"info","message":"✓ HEAD /health 200 225b - 4ms [mqawscbsg9vju5b7kszz9]","ms":"+4ms","span_id":"a9dfcf054408995e","timestamp":"2026-02-26T00:37:32.455Z","trace_flags":"01","trace_id":"9cfe58e2f321c8577f2b5a21fcf5fce1"}
bw-orders-service  | {"context":"HTTP","level":"info","message":"→ HEAD /health - 127.0.0.1 Wget/1.25.0 [7w9plkyc8nd9ljuzfa427j]","ms":"+30s","span_id":"737585ac14767811","timestamp":"2026-02-26T00:38:02.541Z","trace_flags":"01","trace_id":"446aac915eff1eaff398bfd234b11533"}
bw-orders-service  | {"context":"HTTP","level":"info","message":"✓ HEAD /health 200 225b - 4ms [7w9plkyc8nd9ljuzfa427j]","ms":"+4ms","span_id":"41e767db4d7fff9b","timestamp":"2026-02-26T00:38:02.545Z","trace_flags":"01","trace_id":"446aac915eff1eaff398bfd234b11533"}
bw-orders-service  | {"context":"HTTP","level":"info","message":"→ HEAD /health - 127.0.0.1 Wget/1.25.0 [dkmygdkm4erwmlhms93pl8]","ms":"+30s","span_id":"63e5f341fc415de4","timestamp":"2026-02-26T00:38:32.645Z","trace_flags":"01","trace_id":"2d16f950f1bae74ec5ab9c3285232f62"}
bw-orders-service  | {"context":"HTTP","level":"info","message":"✓ HEAD /health 200 225b - 5ms [dkmygdkm4erwmlhms93pl8]","ms":"+5ms","span_id":"fe8e63377bb375da","timestamp":"2026-02-26T00:38:32.650Z","trace_flags":"01","trace_id":"2d16f950f1bae74ec5ab9c3285232f62"}
bw-orders-service  | {"context":"HTTP","level":"info","message":"→ HEAD /health - 127.0.0.1 Wget/1.25.0 [f3kh9jnfhkleuyxb09pqq]","ms":"+30s","span_id":"655d35c19d518132","timestamp":"2026-02-26T00:39:02.732Z","trace_flags":"01","trace_id":"6760df9966fcceafbf5fb17d2063d1f3"}
bw-orders-service  | {"context":"HTTP","level":"info","message":"✓ HEAD /health 200 225b - 4ms [f3kh9jnfhkleuyxb09pqq]","ms":"+4ms","span_id":"fdee42c9564396cb","timestamp":"2026-02-26T00:39:02.736Z","trace_flags":"01","trace_id":"6760df9966fcceafbf5fb17d2063d1f3"}
bw-orders-service  | {"context":"HTTP","level":"info","message":"→ HEAD /health - 127.0.0.1 Wget/1.25.0 [n1zn7c70f9z6qjntxfyo]","ms":"+30s","span_id":"3f19e0d677c3f923","timestamp":"2026-02-26T00:39:32.808Z","trace_flags":"01","trace_id":"d8dfdd6d0dccb8cede510016b9f754d4"}
bw-orders-service  | {"context":"HTTP","level":"info","message":"✓ HEAD /health 200 225b - 3ms [n1zn7c70f9z6qjntxfyo]","ms":"+3ms","span_id":"dc0ea8c6b239f245","timestamp":"2026-02-26T00:39:32.811Z","trace_flags":"01","trace_id":"d8dfdd6d0dccb8cede510016b9f754d4"}
bw-orders-service  | {"context":"HTTP","level":"info","message":"→ HEAD /health - 127.0.0.1 Wget/1.25.0 [hb3kl7ucabimqu4n3880rq]","ms":"+30s","span_id":"cf57d6b744577f30","timestamp":"2026-02-26T00:40:02.901Z","trace_flags":"01","trace_id":"703a0a45be28f27eb3f9bcfb740a70f3"}
bw-orders-service  | {"context":"HTTP","level":"info","message":"✓ HEAD /health 200 225b - 5ms [hb3kl7ucabimqu4n3880rq]","ms":"+5ms","span_id":"a3e8a14ff168c41b","timestamp":"2026-02-26T00:40:02.906Z","trace_flags":"01","trace_id":"703a0a45be28f27eb3f9bcfb740a70f3"}
bw-orders-service  | {"context":"HTTP","level":"info","message":"→ HEAD /health - 127.0.0.1 Wget/1.25.0 [1kem862vkugaom5v4rd1sb]","ms":"+30s","span_id":"e7a5279e0e8cab0e","timestamp":"2026-02-26T00:40:32.996Z","trace_flags":"01","trace_id":"b41fd6777e4ea85f14d297bdeb1a8d03"}
bw-orders-service  | {"context":"HTTP","level":"info","message":"✓ HEAD /health 200 225b - 4ms [1kem862vkugaom5v4rd1sb]","ms":"+4ms","span_id":"6a2a990de5d02550","timestamp":"2026-02-26T00:40:33.000Z","trace_flags":"01","trace_id":"b41fd6777e4ea85f14d297bdeb1a8d03"}
bw-orders-service  | {"context":"HTTP","level":"info","message":"→ HEAD /health - 127.0.0.1 Wget/1.25.0 [g8d6zi7mpqscty1zpgae]","ms":"+30s","span_id":"270e6420551e6163","timestamp":"2026-02-26T00:41:03.071Z","trace_flags":"01","trace_id":"d7e605a097a0448263c39e4726ad5ba5"}
bw-orders-service  | {"context":"HTTP","level":"info","message":"✓ HEAD /health 200 225b - 4ms [g8d6zi7mpqscty1zpgae]","ms":"+4ms","span_id":"06e8d2d1013166af","timestamp":"2026-02-26T00:41:03.075Z","trace_flags":"01","trace_id":"d7e605a097a0448263c39e4726ad5ba5"}
bw-orders-service  | {"context":"HTTP","level":"info","message":"→ HEAD /health - 127.0.0.1 Wget/1.25.0 [toivr11ax5aj2yv5hqpz7]","ms":"+30s","span_id":"3906c11ca069f2d3","timestamp":"2026-02-26T00:41:33.154Z","trace_flags":"01","trace_id":"cb96e1dd0192b9ab4d4c790edb37eb2f"}
bw-orders-service  | {"context":"HTTP","level":"info","message":"✓ HEAD /health 200 225b - 3ms [toivr11ax5aj2yv5hqpz7]","ms":"+2ms","span_id":"3afccf4d1fa4828c","timestamp":"2026-02-26T00:41:33.157Z","trace_flags":"01","trace_id":"cb96e1dd0192b9ab4d4c790edb37eb2f"}
bw-orders-service  | {"context":"HTTP","level":"info","message":"→ HEAD /health - 127.0.0.1 Wget/1.25.0 [s5v3w7d3bybj7gv1pfiyv]","ms":"+30s","span_id":"67601d1d2fe175e7","timestamp":"2026-02-26T00:42:03.225Z","trace_flags":"01","trace_id":"f891effc2aa69b3c8899f6b54a3605d0"}
bw-orders-service  | {"context":"HTTP","level":"info","message":"✓ HEAD /health 200 225b - 3ms [s5v3w7d3bybj7gv1pfiyv]","ms":"+2ms","span_id":"4ad30e404c18ef42","timestamp":"2026-02-26T00:42:03.228Z","trace_flags":"01","trace_id":"f891effc2aa69b3c8899f6b54a3605d0"}
bw-orders-service  | {"context":"HTTP","level":"info","message":"→ HEAD /health - 127.0.0.1 Wget/1.25.0 [cjsxxjxfycpvnycgwxf7m]","ms":"+30s","span_id":"abde3eda64da23ed","timestamp":"2026-02-26T00:42:33.295Z","trace_flags":"01","trace_id":"0d29fa11765711fdfbd5750149955788"}
bw-orders-service  | {"context":"HTTP","level":"info","message":"✓ HEAD /health 200 225b - 3ms [cjsxxjxfycpvnycgwxf7m]","ms":"+3ms","span_id":"801c05af85cc970c","timestamp":"2026-02-26T00:42:33.298Z","trace_flags":"01","trace_id":"0d29fa11765711fdfbd5750149955788"}
bw-orders-service  | {"context":"HTTP","level":"info","message":"→ HEAD /health - 127.0.0.1 Wget/1.25.0 [s62am3051yatgikk9x5gbb]","ms":"+30s","span_id":"90ba59e7fb9257e3","timestamp":"2026-02-26T00:43:03.363Z","trace_flags":"01","trace_id":"31c2956d2eb90bd0bd97d34570f643c7"}
bw-orders-service  | {"context":"HTTP","level":"info","message":"✓ HEAD /health 200 225b - 2ms [s62am3051yatgikk9x5gbb]","ms":"+2ms","span_id":"70498af1f75d9c5c","timestamp":"2026-02-26T00:43:03.365Z","trace_flags":"01","trace_id":"31c2956d2eb90bd0bd97d34570f643c7"}
bw-orders-service  | {"context":"HTTP","level":"info","message":"→ HEAD /health - 127.0.0.1 Wget/1.25.0 [r78p8msgrqh9ukgx8r7kid]","ms":"+30s","span_id":"30158f21b4ddf616","timestamp":"2026-02-26T00:43:33.453Z","trace_flags":"01","trace_id":"fa0cd29cd80465d73057b6244787c55f"}
bw-orders-service  | {"context":"HTTP","level":"info","message":"✓ HEAD /health 200 225b - 3ms [r78p8msgrqh9ukgx8r7kid]","ms":"+3ms","span_id":"7da924acc9d61f39","timestamp":"2026-02-26T00:43:33.456Z","trace_flags":"01","trace_id":"fa0cd29cd80465d73057b6244787c55f"}
bw-orders-service  | {"context":"HTTP","level":"info","message":"→ HEAD /health - 127.0.0.1 Wget/1.25.0 [uy7keiq45cisk6s78310d]","ms":"+30s","span_id":"0ffcb73d74aa85a9","timestamp":"2026-02-26T00:44:03.546Z","trace_flags":"01","trace_id":"d08be78b89d4110a2762dafcc40ce4d5"}
